date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,weather_event_count,year,month,day,hour,day_of_week,day_name,month_name,week_of_year,is_weekend,is_holiday,is_morning_rush_hour,is_evening_rush_hour,temp_celsius,temp_fahrenheit
2013-02-18 11:00:00,None,268.52,0.0,0.0,75,Clouds,broken clouds,4277,1,2013,2,18,11,0,Monday,February,8,0,0,0,0,-4.63,23.67
2013-02-18 12:00:00,None,270.45,0.0,0.0,75,Clouds,broken clouds,4680,1,2013,2,18,12,0,Monday,February,8,0,0,0,0,-2.7,27.14
2013-02-18 13:00:00,None,271.26,0.0,0.0,75,Clouds,broken clouds,4677,1,2013,2,18,13,0,Monday,February,8,0,0,0,0,-1.89,28.6
2013-02-18 14:00:00,None,272.14,0.0,0.0,75,Clouds,broken clouds,4876,1,2013,2,18,14,0,Monday,February,8,0,0,0,0,-1.01,30.18
2013-02-18 15:00:00,None,272.33,0.0,0.0,90,Clouds,overcast clouds,5046,1,2013,2,18,15,0,Monday,February,8,0,0,0,1,-0.82,30.52
2013-02-18 16:00:00,None,272.48,0.0,0.0,75,Clouds,broken clouds,5466,1,2013,2,18,16,0,Monday,February,8,0,0,0,1,-0.67,30.79
2013-02-18 17:00:00,None,272.13,0.0,0.0,90,Clouds,overcast clouds,5066,1,2013,2,18,17,0,Monday,February,8,0,0,0,1,-1.02,30.16
2013-02-18 18:00:00,None,271.84,0.0,0.0,90,Clouds,overcast clouds,3825,1,2013,2,18,18,0,Monday,February,8,0,0,0,1,-1.31,29.64
2013-02-18 19:00:00,None,271.57,0.0,0.0,90,Clouds,overcast clouds,2816,1,2013,2,18,19,0,Monday,February,8,0,0,0,0,-1.58,29.16
2013-02-18 20:00:00,None,271.43,0.0,0.0,90,Clouds,overcast clouds,2281,1,2013,2,18,20,0,Monday,February,8,0,0,0,0,-1.72,28.9
2013-02-18 21:00:00,None,271.25,0.0,0.0,90,Clouds,overcast clouds,2062,1,2013,2,18,21,0,Monday,February,8,0,0,0,0,-1.9,28.58
2013-02-18 22:00:00,None,271.34,0.0,0.0,90,Clouds,overcast clouds,1415,1,2013,2,18,22,0,Monday,February,8,0,0,0,0,-1.81,28.74
2013-02-18 23:00:00,None,271.47,0.0,0.0,1,Clear,sky is clear,911,1,2013,2,18,23,0,Monday,February,8,0,0,0,0,-1.68,28.98
2013-02-19 00:00:00,None,271.34,0.0,0.0,75,Clouds,broken clouds,470,1,2013,2,19,0,1,Tuesday,February,8,0,0,0,0,-1.81,28.74
2013-02-19 01:00:00,None,271.07,0.0,0.0,75,Clouds,broken clouds,292,1,2013,2,19,1,1,Tuesday,February,8,0,0,0,0,-2.08,28.26
2013-02-19 02:00:00,None,271.25,0.0,0.0,75,Clouds,broken clouds,235,1,2013,2,19,2,1,Tuesday,February,8,0,0,0,0,-1.9,28.58
2013-02-19 04:00:00,None,271.41,0.0,0.0,90,Clouds,overcast clouds,776,1,2013,2,19,4,1,Tuesday,February,8,0,0,0,0,-1.74,28.87
2013-02-19 05:00:00,None,271.35,0.0,0.0,90,Clouds,overcast clouds,2638,1,2013,2,19,5,1,Tuesday,February,8,0,0,0,0,-1.8,28.76
2013-02-19 06:00:00,None,271.23,0.0,0.0,90,Clouds,overcast clouds,5741,1,2013,2,19,6,1,Tuesday,February,8,0,0,1,0,-1.92,28.54
2013-02-19 07:00:00,None,270.99,0.0,0.0,90,Clouds,overcast clouds,6996,1,2013,2,19,7,1,Tuesday,February,8,0,0,1,0,-2.16,28.11
2013-02-19 08:00:00,None,271.63,0.0,0.0,90,Haze,haze,6008,1,2013,2,19,8,1,Tuesday,February,8,0,0,1,0,-1.52,29.26
2013-02-19 10:00:00,None,273.17,0.0,0.0,90,Mist,mist,4273,2,2013,2,19,10,1,Tuesday,February,8,0,0,0,0,0.02,32.04
2013-02-19 11:00:00,None,272.49,0.0,0.0,90,Mist,mist,4493,2,2013,2,19,11,1,Tuesday,February,8,0,0,0,0,-0.66,30.81
2013-02-19 13:00:00,None,269.77,0.0,0.0,90,Clouds,overcast clouds,4756,1,2013,2,19,13,1,Tuesday,February,8,0,0,0,0,-3.38,25.92
2013-02-19 14:00:00,None,268.33,0.0,0.0,90,Clouds,overcast clouds,5120,1,2013,2,19,14,1,Tuesday,February,8,0,0,0,0,-4.82,23.32
2013-02-19 16:00:00,None,265.84,0.0,0.0,90,Clouds,overcast clouds,6425,1,2013,2,19,16,1,Tuesday,February,8,0,0,0,1,-7.31,18.84
2013-02-19 17:00:00,None,264.7,0.0,0.0,90,Clouds,overcast clouds,5936,1,2013,2,19,17,1,Tuesday,February,8,0,0,0,1,-8.45,16.79
2013-02-19 19:00:00,None,262.6,0.0,0.0,90,Snow,heavy snow,3126,1,2013,2,19,19,1,Tuesday,February,8,0,0,0,0,-10.55,13.01
2013-02-19 20:00:00,None,261.95,0.0,0.0,90,Snow,heavy snow,2731,1,2013,2,19,20,1,Tuesday,February,8,0,0,0,0,-11.2,11.84
2013-02-19 21:00:00,None,261.02,0.0,0.0,90,Snow,heavy snow,2343,2,2013,2,19,21,1,Tuesday,February,8,0,0,0,0,-12.13,10.17
2013-02-19 22:00:00,None,260.51,0.0,0.0,90,Snow,heavy snow,1489,1,2013,2,19,22,1,Tuesday,February,8,0,0,0,0,-12.64,9.25
2013-02-20 01:00:00,None,259.29,0.0,0.0,90,Snow,heavy snow,295,1,2013,2,20,1,2,Wednesday,February,8,0,0,0,0,-13.86,7.05
2013-02-20 02:00:00,None,258.89,0.0,0.0,75,Snow,heavy snow,220,1,2013,2,20,2,2,Wednesday,February,8,0,0,0,0,-14.26,6.33
2013-02-20 04:00:00,None,258.07,0.0,0.0,75,Snow,heavy snow,751,1,2013,2,20,4,2,Wednesday,February,8,0,0,0,0,-15.08,4.86
2013-02-20 05:00:00,None,257.83,0.0,0.0,75,Haze,haze,2560,1,2013,2,20,5,2,Wednesday,February,8,0,0,0,0,-15.32,4.42
2013-02-20 07:00:00,None,256.5,0.0,0.0,75,Clouds,broken clouds,5909,1,2013,2,20,7,2,Wednesday,February,8,0,0,1,0,-16.65,2.03
2013-02-20 08:00:00,None,256.3,0.0,0.0,75,Snow,heavy snow,6125,1,2013,2,20,8,2,Wednesday,February,8,0,0,1,0,-16.85,1.67
2013-02-20 10:00:00,None,257.4,0.0,0.0,40,Haze,haze,4334,1,2013,2,20,10,2,Wednesday,February,8,0,0,0,0,-15.75,3.65
2013-02-20 11:00:00,None,258.06,0.0,0.0,40,Haze,haze,4608,1,2013,2,20,11,2,Wednesday,February,8,0,0,0,0,-15.09,4.84
2013-02-20 13:00:00,None,259.21,0.0,0.0,1,Clear,sky is clear,4964,1,2013,2,20,13,2,Wednesday,February,8,0,0,0,0,-13.94,6.91
2013-02-20 14:00:00,None,259.44,0.0,0.0,1,Clear,sky is clear,5276,1,2013,2,20,14,2,Wednesday,February,8,0,0,0,0,-13.71,7.32
2013-02-20 16:00:00,None,259.24,0.0,0.0,1,Clear,sky is clear,6723,1,2013,2,20,16,2,Wednesday,February,8,0,0,0,1,-13.91,6.96
2013-02-20 17:00:00,None,258.95,0.0,0.0,1,Clear,sky is clear,6153,1,2013,2,20,17,2,Wednesday,February,8,0,0,0,1,-14.2,6.44
2013-02-20 19:00:00,None,257.41,0.0,0.0,1,Clear,sky is clear,3234,1,2013,2,20,19,2,Wednesday,February,8,0,0,0,0,-15.74,3.67
2013-02-20 20:00:00,None,257.06,0.0,0.0,1,Clear,sky is clear,2987,1,2013,2,20,20,2,Wednesday,February,8,0,0,0,0,-16.09,3.04
2013-02-20 22:00:00,None,256.0,0.0,0.0,1,Clear,sky is clear,1635,1,2013,2,20,22,2,Wednesday,February,8,0,0,0,0,-17.15,1.13
2013-02-20 23:00:00,None,255.38,0.0,0.0,1,Clear,sky is clear,1034,1,2013,2,20,23,2,Wednesday,February,8,0,0,0,0,-17.77,0.01
2013-02-21 01:00:00,None,254.45,0.0,0.0,1,Clear,sky is clear,326,1,2013,2,21,1,3,Thursday,February,8,0,0,0,0,-18.7,-1.66
2013-02-21 02:00:00,None,254.19,0.0,0.0,1,Clear,sky is clear,244,1,2013,2,21,2,3,Thursday,February,8,0,0,0,0,-18.96,-2.13
2013-02-21 04:00:00,None,253.08,0.0,0.0,1,Clear,sky is clear,791,1,2013,2,21,4,3,Thursday,February,8,0,0,0,0,-20.07,-4.13
2013-02-21 05:00:00,None,252.49,0.0,0.0,1,Clear,sky is clear,2607,1,2013,2,21,5,3,Thursday,February,8,0,0,0,0,-20.66,-5.19
2013-02-21 06:00:00,None,252.21,0.0,0.0,1,Clear,sky is clear,5685,1,2013,2,21,6,3,Thursday,February,8,0,0,1,0,-20.94,-5.69
2013-02-21 07:00:00,None,251.51,0.0,0.0,1,Clear,sky is clear,6986,1,2013,2,21,7,3,Thursday,February,8,0,0,1,0,-21.64,-6.95
2013-02-21 08:00:00,None,252.97,0.0,0.0,1,Clear,sky is clear,6250,1,2013,2,21,8,3,Thursday,February,8,0,0,1,0,-20.18,-4.32
2013-02-21 11:00:00,None,258.84,0.0,0.0,20,Snow,heavy snow,4654,1,2013,2,21,11,3,Thursday,February,8,0,0,0,0,-14.31,6.24
2013-02-21 12:00:00,None,260.22,0.0,0.0,20,Clouds,few clouds,5044,1,2013,2,21,12,3,Thursday,February,8,0,0,0,0,-12.93,8.73
2013-02-21 13:00:00,None,260.53,0.0,0.0,1,Clear,sky is clear,5206,1,2013,2,21,13,3,Thursday,February,8,0,0,0,0,-12.62,9.28
2013-02-21 14:00:00,None,262.02,0.0,0.0,57,Clouds,broken clouds,5484,1,2013,2,21,14,3,Thursday,February,8,0,0,0,0,-11.13,11.97
2013-02-21 15:00:00,None,264.1,0.0,0.0,57,Clouds,broken clouds,6103,1,2013,2,21,15,3,Thursday,February,8,0,0,0,1,-9.05,15.71
2013-02-21 16:00:00,None,263.7,0.0,0.0,1,Clear,sky is clear,6619,1,2013,2,21,16,3,Thursday,February,8,0,0,0,1,-9.45,14.99
2013-02-21 17:00:00,None,263.51,0.0,0.0,90,Clouds,overcast clouds,6148,1,2013,2,21,17,3,Thursday,February,8,0,0,0,1,-9.64,14.65
2013-02-21 18:00:00,None,262.95,0.0,0.0,90,Clouds,overcast clouds,4707,1,2013,2,21,18,3,Thursday,February,8,0,0,0,1,-10.2,13.64
2013-02-21 19:00:00,None,262.2,0.0,0.0,90,Clouds,overcast clouds,3431,1,2013,2,21,19,3,Thursday,February,8,0,0,0,0,-10.95,12.29
2013-02-21 20:00:00,None,261.15,0.0,0.0,90,Clouds,overcast clouds,3030,1,2013,2,21,20,3,Thursday,February,8,0,0,0,0,-12.0,10.4
2013-02-21 21:00:00,None,260.55,0.0,0.0,90,Clouds,overcast clouds,2695,1,2013,2,21,21,3,Thursday,February,8,0,0,0,0,-12.6,9.32
2013-02-21 22:00:00,None,259.95,0.0,0.0,90,Clouds,overcast clouds,2049,1,2013,2,21,22,3,Thursday,February,8,0,0,0,0,-13.2,8.24
2013-02-21 23:00:00,None,259.62,0.0,0.0,1,Clear,sky is clear,1196,1,2013,2,21,23,3,Thursday,February,8,0,0,0,0,-13.53,7.65
2013-02-22 00:00:00,None,259.06,0.0,0.0,81,Clouds,broken clouds,682,1,2013,2,22,0,4,Friday,February,8,0,0,0,0,-14.09,6.64
2013-02-22 01:00:00,None,258.25,0.0,0.0,75,Clouds,broken clouds,373,1,2013,2,22,1,4,Friday,February,8,0,0,0,0,-14.9,5.18
2013-02-22 02:00:00,None,257.63,0.0,0.0,75,Clouds,broken clouds,309,1,2013,2,22,2,4,Friday,February,8,0,0,0,0,-15.52,4.06
2013-02-22 03:00:00,None,258.18,0.0,0.0,75,Clouds,broken clouds,406,1,2013,2,22,3,4,Friday,February,8,0,0,0,0,-14.97,5.05
2013-02-22 04:00:00,None,257.73,0.0,0.0,1,Clear,sky is clear,861,1,2013,2,22,4,4,Friday,February,8,0,0,0,0,-15.42,4.24
2013-02-22 05:00:00,None,257.3,0.0,0.0,70,Clouds,broken clouds,2358,1,2013,2,22,5,4,Friday,February,8,0,0,0,0,-15.85,3.47
2013-02-22 06:00:00,None,258.27,0.0,0.0,1,Clear,sky is clear,4068,1,2013,2,22,6,4,Friday,February,8,0,0,1,0,-14.88,5.22
2013-02-22 07:00:00,None,258.13,0.0,0.0,40,Clouds,scattered clouds,3675,1,2013,2,22,7,4,Friday,February,8,0,0,1,0,-15.02,4.96
2013-02-22 08:00:00,None,258.12,0.0,0.0,75,Clouds,broken clouds,3310,1,2013,2,22,8,4,Friday,February,8,0,0,1,0,-15.03,4.95
2013-02-22 09:00:00,None,260.19,0.0,0.0,75,Clouds,broken clouds,3870,1,2013,2,22,9,4,Friday,February,8,0,0,1,0,-12.96,8.67
2013-02-22 10:00:00,None,262.06,0.0,0.0,75,Clouds,broken clouds,3479,1,2013,2,22,10,4,Friday,February,8,0,0,0,0,-11.09,12.04
2013-02-22 11:00:00,None,263.69,0.0,0.0,75,Clouds,broken clouds,3541,1,2013,2,22,11,4,Friday,February,8,0,0,0,0,-9.46,14.97
2013-02-22 12:00:00,None,265.24,0.0,0.0,75,Clouds,broken clouds,4132,1,2013,2,22,12,4,Friday,February,8,0,0,0,0,-7.91,17.76
2013-02-22 13:00:00,None,266.07,0.0,0.0,75,Clouds,broken clouds,4476,1,2013,2,22,13,4,Friday,February,8,0,0,0,0,-7.08,19.26
2013-02-22 14:00:00,None,266.69,0.0,0.0,90,Clouds,overcast clouds,4913,1,2013,2,22,14,4,Friday,February,8,0,0,0,0,-6.46,20.37
2013-02-22 15:00:00,None,266.69,0.0,0.0,90,Clouds,overcast clouds,5254,1,2013,2,22,15,4,Friday,February,8,0,0,0,1,-6.46,20.37
2013-02-22 16:00:00,None,266.83,0.0,0.0,90,Clouds,overcast clouds,5830,1,2013,2,22,16,4,Friday,February,8,0,0,0,1,-6.32,20.62
2013-02-22 17:00:00,None,266.95,0.0,0.0,90,Clouds,overcast clouds,5433,1,2013,2,22,17,4,Friday,February,8,0,0,0,1,-6.2,20.84
2013-02-22 18:00:00,None,266.9,0.0,0.0,90,Clouds,overcast clouds,4421,1,2013,2,22,18,4,Friday,February,8,0,0,0,1,-6.25,20.75
2013-02-22 19:00:00,None,266.85,0.0,0.0,90,Clouds,overcast clouds,3254,1,2013,2,22,19,4,Friday,February,8,0,0,0,0,-6.3,20.66
2013-02-22 20:00:00,None,266.99,0.0,0.0,90,Clouds,overcast clouds,2759,1,2013,2,22,20,4,Friday,February,8,0,0,0,0,-6.16,20.91
2013-02-22 21:00:00,None,266.99,0.0,0.0,90,Clouds,overcast clouds,2566,1,2013,2,22,21,4,Friday,February,8,0,0,0,0,-6.16,20.91
2013-02-22 22:00:00,None,267.16,0.0,0.0,90,Clouds,overcast clouds,2203,1,2013,2,22,22,4,Friday,February,8,0,0,0,0,-5.99,21.22
2013-02-22 23:00:00,None,267.08,0.0,0.0,90,Clouds,overcast clouds,1559,1,2013,2,22,23,4,Friday,February,8,0,0,0,0,-6.07,21.07
2013-02-23 00:00:00,None,266.99,0.0,0.0,90,Snow,heavy snow,1059,1,2013,2,23,0,5,Saturday,February,8,1,0,0,0,-6.16,20.91
2013-02-23 01:00:00,None,266.94,0.0,0.0,90,Snow,heavy snow,829,1,2013,2,23,1,5,Saturday,February,8,1,0,0,0,-6.21,20.82
2013-02-23 02:00:00,None,266.84,0.0,0.0,90,Snow,heavy snow,545,2,2013,2,23,2,5,Saturday,February,8,1,0,0,0,-6.31,20.64
2013-02-23 03:00:00,None,266.42,0.0,0.0,90,Snow,heavy snow,367,3,2013,2,23,3,5,Saturday,February,8,1,0,0,0,-6.73,19.89
2013-02-23 04:00:00,None,266.37,0.0,0.0,90,Snow,snow,387,4,2013,2,23,4,5,Saturday,February,8,1,0,0,0,-6.78,19.8
2013-02-23 05:00:00,None,266.63,0.0,0.0,90,Snow,heavy snow,664,3,2013,2,23,5,5,Saturday,February,8,1,0,0,0,-6.52,20.26
2013-02-23 06:00:00,None,266.63,0.0,0.0,90,Snow,heavy snow,1188,2,2013,2,23,6,5,Saturday,February,8,1,0,0,0,-6.52,20.26
2013-02-23 07:00:00,None,266.63,0.0,0.0,90,Snow,heavy snow,1943,2,2013,2,23,7,5,Saturday,February,8,1,0,0,0,-6.52,20.26
2013-02-23 08:00:00,None,266.63,0.0,0.0,90,Snow,snow,2976,4,2013,2,23,8,5,Saturday,February,8,1,0,0,0,-6.52,20.26
2013-02-23 09:00:00,None,267.23,0.0,0.0,90,Snow,heavy snow,3524,2,2013,2,23,9,5,Saturday,February,8,1,0,0,0,-5.92,21.34
2013-02-23 10:00:00,None,268.07,0.0,0.0,90,Snow,heavy snow,3890,2,2013,2,23,10,5,Saturday,February,8,1,0,0,0,-5.08,22.86
2013-02-23 11:00:00,None,269.13,0.0,0.0,90,Snow,heavy snow,4212,1,2013,2,23,11,5,Saturday,February,8,1,0,0,0,-4.02,24.76
2013-02-23 12:00:00,None,269.74,0.0,0.0,90,Snow,heavy snow,4600,1,2013,2,23,12,5,Saturday,February,8,1,0,0,0,-3.41,25.86
2013-02-23 13:00:00,None,269.95,0.0,0.0,97,Clouds,overcast clouds,4455,1,2013,2,23,13,5,Saturday,February,8,1,0,0,0,-3.2,26.24
2013-02-23 14:00:00,None,270.36,0.0,0.0,90,Snow,heavy snow,4776,1,2013,2,23,14,5,Saturday,February,8,1,0,0,0,-2.79,26.98
2013-02-23 15:00:00,None,270.3,0.0,0.0,90,Snow,heavy snow,4492,1,2013,2,23,15,5,Saturday,February,8,1,0,0,0,-2.85,26.87
2013-02-23 16:00:00,None,270.0,0.0,0.0,90,Snow,heavy snow,4588,1,2013,2,23,16,5,Saturday,February,8,1,0,0,0,-3.15,26.33
2013-02-23 17:00:00,None,269.65,0.0,0.0,90,Snow,heavy snow,4725,1,2013,2,23,17,5,Saturday,February,8,1,0,0,0,-3.5,25.7
2013-02-23 18:00:00,None,269.31,0.0,0.0,90,Snow,heavy snow,4301,1,2013,2,23,18,5,Saturday,February,8,1,0,0,0,-3.84,25.09
2013-02-23 19:00:00,None,269.23,0.0,0.0,90,Snow,heavy snow,3394,1,2013,2,23,19,5,Saturday,February,8,1,0,0,0,-3.92,24.94
2013-02-23 20:00:00,None,268.76,0.0,0.0,90,Snow,heavy snow,2782,1,2013,2,23,20,5,Saturday,February,8,1,0,0,0,-4.39,24.1
2013-02-23 21:00:00,None,268.43,0.0,0.0,90,Snow,heavy snow,2929,1,2013,2,23,21,5,Saturday,February,8,1,0,0,0,-4.72,23.5
2013-02-23 22:00:00,None,268.01,0.0,0.0,90,Snow,heavy snow,2441,1,2013,2,23,22,5,Saturday,February,8,1,0,0,0,-5.14,22.75
2013-02-23 23:00:00,None,266.96,0.0,0.0,90,Snow,heavy snow,1799,1,2013,2,23,23,5,Saturday,February,8,1,0,0,0,-6.19,20.86
2013-02-24 00:00:00,None,266.87,0.0,0.0,90,Snow,heavy snow,1093,1,2013,2,24,0,6,Sunday,February,8,1,0,0,0,-6.28,20.7
2013-02-24 01:00:00,None,266.35,0.0,0.0,90,Snow,heavy snow,785,1,2013,2,24,1,6,Sunday,February,8,1,0,0,0,-6.8,19.76
2013-02-24 02:00:00,None,266.74,0.0,0.0,90,Snow,heavy snow,612,1,2013,2,24,2,6,Sunday,February,8,1,0,0,0,-6.41,20.46
2013-02-24 03:00:00,None,266.56,0.0,0.0,90,Snow,heavy snow,368,1,2013,2,24,3,6,Sunday,February,8,1,0,0,0,-6.59,20.14
2013-02-24 04:00:00,None,266.51,0.0,0.0,90,Snow,heavy snow,252,1,2013,2,24,4,6,Sunday,February,8,1,0,0,0,-6.64,20.05
2013-02-24 05:00:00,None,266.81,0.0,0.0,90,Snow,heavy snow,454,2,2013,2,24,5,6,Sunday,February,8,1,0,0,0,-6.34,20.59
2013-02-24 06:00:00,None,266.8,0.0,0.0,90,Snow,heavy snow,696,2,2013,2,24,6,6,Sunday,February,8,1,0,0,0,-6.35,20.57
2013-02-24 07:00:00,None,266.8,0.0,0.0,90,Snow,heavy snow,996,2,2013,2,24,7,6,Sunday,February,8,1,0,0,0,-6.35,20.57
2013-02-24 08:00:00,None,267.12,0.0,0.0,90,Snow,heavy snow,1633,2,2013,2,24,8,6,Sunday,February,8,1,0,0,0,-6.03,21.15
2013-02-24 09:00:00,None,267.79,0.0,0.0,90,Mist,mist,2341,1,2013,2,24,9,6,Sunday,February,8,1,0,0,0,-5.36,22.35
2013-02-24 10:00:00,None,268.82,0.0,0.0,90,Mist,mist,3229,1,2013,2,24,10,6,Sunday,February,8,1,0,0,0,-4.33,24.21
2013-02-24 11:00:00,None,270.03,0.0,0.0,90,Mist,mist,3488,2,2013,2,24,11,6,Sunday,February,8,1,0,0,0,-3.12,26.38
2013-02-24 12:00:00,None,271.01,0.0,0.0,90,Haze,haze,3873,1,2013,2,24,12,6,Sunday,February,8,1,0,0,0,-2.14,28.15
2013-02-24 13:00:00,None,271.44,0.0,0.0,90,Clouds,overcast clouds,4204,1,2013,2,24,13,6,Sunday,February,8,1,0,0,0,-1.71,28.92
2013-02-24 14:00:00,None,271.54,0.0,0.0,75,Clouds,broken clouds,4277,1,2013,2,24,14,6,Sunday,February,8,1,0,0,0,-1.61,29.1
2013-02-24 15:00:00,None,271.47,0.0,0.0,75,Clouds,broken clouds,4073,1,2013,2,24,15,6,Sunday,February,8,1,0,0,0,-1.68,28.98
2013-02-24 16:00:00,None,271.23,0.0,0.0,75,Clouds,broken clouds,4473,1,2013,2,24,16,6,Sunday,February,8,1,0,0,0,-1.92,28.54
2013-02-24 17:00:00,None,270.62,0.0,0.0,75,Clouds,broken clouds,3845,1,2013,2,24,17,6,Sunday,February,8,1,0,0,0,-2.53,27.45
2013-02-24 18:00:00,None,269.02,0.0,0.0,75,Clouds,broken clouds,3509,1,2013,2,24,18,6,Sunday,February,8,1,0,0,0,-4.13,24.57
2013-02-24 19:00:00,None,267.95,0.0,0.0,90,Clouds,overcast clouds,2693,1,2013,2,24,19,6,Sunday,February,8,1,0,0,0,-5.2,22.64
2013-02-24 20:00:00,None,267.49,0.0,0.0,90,Clouds,overcast clouds,2191,1,2013,2,24,20,6,Sunday,February,8,1,0,0,0,-5.66,21.81
2013-02-24 21:00:00,None,267.2,0.0,0.0,90,Mist,mist,1837,1,2013,2,24,21,6,Sunday,February,8,1,0,0,0,-5.95,21.29
2013-02-24 22:00:00,None,266.09,0.0,0.0,75,Mist,mist,1289,1,2013,2,24,22,6,Sunday,February,8,1,0,0,0,-7.06,19.29
2013-02-24 23:00:00,None,265.72,0.0,0.0,90,Clouds,overcast clouds,1056,1,2013,2,24,23,6,Sunday,February,8,1,0,0,0,-7.43,18.63
2013-02-25 00:00:00,None,264.4,0.0,0.0,90,Clouds,overcast clouds,472,1,2013,2,25,0,0,Monday,February,9,0,0,0,0,-8.75,16.25
2013-02-25 01:00:00,None,263.42,0.0,0.0,40,Mist,mist,260,2,2013,2,25,1,0,Monday,February,9,0,0,0,0,-9.73,14.49
2013-02-25 02:00:00,None,262.5,0.0,0.0,75,Mist,mist,229,1,2013,2,25,2,0,Monday,February,9,0,0,0,0,-10.65,12.83
2013-02-25 03:00:00,None,262.43,0.0,0.0,90,Fog,fog,291,2,2013,2,25,3,0,Monday,February,9,0,0,0,0,-10.72,12.7
2013-02-25 04:00:00,None,261.73,0.0,0.0,90,Mist,mist,778,1,2013,2,25,4,0,Monday,February,9,0,0,0,0,-11.42,11.44
2013-02-25 05:00:00,None,261.44,0.0,0.0,40,Snow,heavy snow,2459,4,2013,2,25,5,0,Monday,February,9,0,0,0,0,-11.71,10.92
2013-02-25 06:00:00,None,259.4,0.0,0.0,20,Snow,heavy snow,5615,3,2013,2,25,6,0,Monday,February,9,0,0,1,0,-13.75,7.25
2013-02-25 07:00:00,None,259.36,0.0,0.0,20,Mist,mist,6920,1,2013,2,25,7,0,Monday,February,9,0,0,1,0,-13.79,7.18
2013-02-25 10:00:00,None,266.09,0.0,0.0,90,Mist,mist,4232,2,2013,2,25,10,0,Monday,February,9,0,0,0,0,-7.06,19.29
2013-02-25 11:00:00,None,268.76,0.0,0.0,90,Mist,mist,4271,2,2013,2,25,11,0,Monday,February,9,0,0,0,0,-4.39,24.1
2013-02-25 12:00:00,None,271.5,0.0,0.0,90,Clouds,overcast clouds,4734,1,2013,2,25,12,0,Monday,February,9,0,0,0,0,-1.65,29.03
2013-02-25 14:00:00,None,273.43,0.0,0.0,90,Clouds,overcast clouds,5108,1,2013,2,25,14,0,Monday,February,9,0,0,0,0,0.28,32.5
2013-02-25 15:00:00,None,273.78,0.0,0.0,75,Clouds,broken clouds,5535,1,2013,2,25,15,0,Monday,February,9,0,0,0,1,0.63,33.13
2013-02-25 16:00:00,None,273.43,0.0,0.0,75,Clouds,broken clouds,6374,1,2013,2,25,16,0,Monday,February,9,0,0,0,1,0.28,32.5
2013-02-25 17:00:00,None,272.71,0.0,0.0,75,Clouds,broken clouds,5941,1,2013,2,25,17,0,Monday,February,9,0,0,0,1,-0.44,31.21
2013-02-25 18:00:00,None,271.03,0.0,0.0,40,Clouds,scattered clouds,4384,1,2013,2,25,18,0,Monday,February,9,0,0,0,1,-2.12,28.18
2013-02-25 19:00:00,None,269.29,0.0,0.0,20,Clouds,few clouds,2940,1,2013,2,25,19,0,Monday,February,9,0,0,0,0,-3.86,25.05
2013-02-25 20:00:00,None,268.38,0.0,0.0,40,Clouds,scattered clouds,2545,1,2013,2,25,20,0,Monday,February,9,0,0,0,0,-4.77,23.41
2013-02-25 21:00:00,None,267.49,0.0,0.0,40,Mist,mist,2079,1,2013,2,25,21,0,Monday,February,9,0,0,0,0,-5.66,21.81
2013-02-25 22:00:00,None,266.57,0.0,0.0,20,Mist,mist,1457,1,2013,2,25,22,0,Monday,February,9,0,0,0,0,-6.58,20.16
2013-02-25 23:00:00,None,266.03,0.0,0.0,90,Mist,mist,910,2,2013,2,25,23,0,Monday,February,9,0,0,0,0,-7.12,19.18
2013-02-26 00:00:00,None,266.66,0.0,0.0,90,Clouds,overcast clouds,495,1,2013,2,26,0,1,Tuesday,February,9,0,0,0,0,-6.49,20.32
2013-02-26 01:00:00,None,268.17,0.0,0.0,90,Clouds,overcast clouds,293,1,2013,2,26,1,1,Tuesday,February,9,0,0,0,0,-4.98,23.04
2013-02-26 02:00:00,None,268.31,0.0,0.0,90,Haze,haze,229,1,2013,2,26,2,1,Tuesday,February,9,0,0,0,0,-4.84,23.29
2013-02-26 03:00:00,None,268.56,0.0,0.0,90,Mist,mist,298,1,2013,2,26,3,1,Tuesday,February,9,0,0,0,0,-4.59,23.74
2013-02-26 04:00:00,None,268.77,0.0,0.0,90,Haze,haze,808,1,2013,2,26,4,1,Tuesday,February,9,0,0,0,0,-4.38,24.12
2013-02-26 05:00:00,None,268.39,0.0,0.0,90,Haze,haze,2572,1,2013,2,26,5,1,Tuesday,February,9,0,0,0,0,-4.76,23.43
2013-02-26 06:00:00,None,268.7,0.0,0.0,90,Haze,haze,5886,1,2013,2,26,6,1,Tuesday,February,9,0,0,1,0,-4.45,23.99
2013-02-26 08:00:00,None,268.97,0.0,0.0,90,Mist,mist,6219,2,2013,2,26,8,1,Tuesday,February,9,0,0,1,0,-4.18,24.48
2013-02-26 09:00:00,None,269.92,0.0,0.0,90,Mist,mist,5134,2,2013,2,26,9,1,Tuesday,February,9,0,0,1,0,-3.23,26.19
2013-02-26 10:00:00,None,270.95,0.0,0.0,90,Haze,haze,4398,1,2013,2,26,10,1,Tuesday,February,9,0,0,0,0,-2.2,28.04
2013-02-26 11:00:00,None,271.93,0.0,0.0,90,Haze,haze,4557,1,2013,2,26,11,1,Tuesday,February,9,0,0,0,0,-1.22,29.8
